"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","WKGPOP","TOT","PC_POP","A","2001",66.4031655658772,
"USA","WKGPOP","TOT","PC_POP","A","2002",66.5935949497998,
"USA","WKGPOP","TOT","PC_POP","A","2003",66.7392139187038,
"USA","WKGPOP","TOT","PC_POP","A","2004",66.9216637603326,
"USA","WKGPOP","TOT","PC_POP","A","2005",67.1189894818734,
"USA","WKGPOP","TOT","PC_POP","A","2006",67.2629382637528,
"USA","WKGPOP","TOT","PC_POP","A","2007",67.2984326620581,
"USA","WKGPOP","TOT","PC_POP","A","2008",67.2190124943156,
"USA","WKGPOP","TOT","PC_POP","A","2009",67.170761795173,
"USA","WKGPOP","TOT","PC_POP","A","2010",67.1284352825125,
"USA","WKGPOP","TOT","PC_POP","A","2011",67.094655765785,
"USA","WKGPOP","TOT","PC_POP","A","2012",66.7833421672422,
"USA","WKGPOP","TOT","PC_POP","A","2013",66.550618006653,
"USA","WKGPOP","TOT","PC_POP","A","2014",66.3176992125186,
"USA","WKGPOP","TOT","PC_POP","A","2015",66.1138776284869,
"USA","WKGPOP","TOT","PC_POP","A","2016",65.8807149513891,
"USA","WKGPOP","TOT","PC_POP","A","2017",65.6232512725187,
"USA","WKGPOP","TOT","PC_POP","A","2018",65.3547436173457,
"USA","WKGPOP","TOT","PC_POP","A","2019",65.0808953150857,
"USA","WKGPOP","TOT","PC_POP","A","2020",64.8077758818139,
"ISR","WKGPOP","TOT","PC_POP","A","1970",60.2224325603407,
"ISR","WKGPOP","TOT","PC_POP","A","1971",60.1523509324928,
"ISR","WKGPOP","TOT","PC_POP","A","1972",60.0527131782946,
"ISR","WKGPOP","TOT","PC_POP","A","1973",59.9469172335947,
"ISR","WKGPOP","TOT","PC_POP","A","1974",59.7240317422717,
"ISR","WKGPOP","TOT","PC_POP","A","1975",59.3783463085694,
"ISR","WKGPOP","TOT","PC_POP","A","1976",59.0020095666695,
"ISR","WKGPOP","TOT","PC_POP","A","1977",58.6548574591752,
"ISR","WKGPOP","TOT","PC_POP","A","1978",58.3843362400477,
"ISR","WKGPOP","TOT","PC_POP","A","1979",58.210965560955,
"ISR","WKGPOP","TOT","PC_POP","A","1980",58.1452923124533,
"ISR","WKGPOP","TOT","PC_POP","A","1981",58.1750974732898,
"ISR","WKGPOP","TOT","PC_POP","A","1982",58.2261795209789,
"ISR","WKGPOP","TOT","PC_POP","A","1983",58.3156766761647,
"ISR","WKGPOP","TOT","PC_POP","A","1984",58.5679594142964,
"ISR","WKGPOP","TOT","PC_POP","A","1985",58.6416253248287,
"ISR","WKGPOP","TOT","PC_POP","A","1986",58.7768679631525,
"ISR","WKGPOP","TOT","PC_POP","A","1987",58.9484767332738,
"ISR","WKGPOP","TOT","PC_POP","A","1988",59.0967422383322,
"ISR","WKGPOP","TOT","PC_POP","A","1989",59.295737240494,
"ISR","WKGPOP","TOT","PC_POP","A","1990",59.628342131239,
"ISR","WKGPOP","TOT","PC_POP","A","1991",60.0614253096523,
"ISR","WKGPOP","TOT","PC_POP","A","1992",60.4001171074461,
"ISR","WKGPOP","TOT","PC_POP","A","1993",60.5979397118638,
"ISR","WKGPOP","TOT","PC_POP","A","1994",60.7578760209657,
"ISR","WKGPOP","TOT","PC_POP","A","1995",60.9154358058757,
"ISR","WKGPOP","TOT","PC_POP","A","1996",60.8573288068811,
"ISR","WKGPOP","TOT","PC_POP","A","1997",61.0544013450222,
"ISR","WKGPOP","TOT","PC_POP","A","1998",61.2457500795552,
"ISR","WKGPOP","TOT","PC_POP","A","1999",61.454949145348,
"ISR","WKGPOP","TOT","PC_POP","A","2000",61.624689944667,
"ISR","WKGPOP","TOT","PC_POP","A","2001",61.7316353471036,
"ISR","WKGPOP","TOT","PC_POP","A","2002",61.7610350076104,
"ISR","WKGPOP","TOT","PC_POP","A","2003",61.7441738792472,
"ISR","WKGPOP","TOT","PC_POP","A","2004",61.7256572183874,
"ISR","WKGPOP","TOT","PC_POP","A","2005",61.7388740871741,
"ISR","WKGPOP","TOT","PC_POP","A","2006",61.7671459843739,
"ISR","WKGPOP","TOT","PC_POP","A","2007",61.819689644225,
"ISR","WKGPOP","TOT","PC_POP","A","2008",61.8783807727539,
"ISR","WKGPOP","TOT","PC_POP","A","2009",62.3148954020171,
"ISR","WKGPOP","TOT","PC_POP","A","2010",62.1515850663489,
"ISR","WKGPOP","TOT","PC_POP","A","2011",61.8064490707499,
"ISR","WKGPOP","TOT","PC_POP","A","2012",61.5535504912759,
"ISR","WKGPOP","TOT","PC_POP","A","2013",61.2555611693891,
"ISR","WKGPOP","TOT","PC_POP","A","2014",61.0174729553336,
"ISR","WKGPOP","TOT","PC_POP","A","2015",60.7701605305586,
"ISR","WKGPOP","TOT","PC_POP","A","2016",60.5165171251282,
"ISR","WKGPOP","TOT","PC_POP","A","2017",60.2777396494633,
"ISR","WKGPOP","TOT","PC_POP","A","2018",60.0976903135105,
"ISR","WKGPOP","TOT","PC_POP","A","2019",59.9745968632648,
"ISR","WKGPOP","TOT","PC_POP","A","2020",59.8854054757952,
"OECD","WKGPOP","TOT","PC_POP","A","1970",61.8400461923949,
"OECD","WKGPOP","TOT","PC_POP","A","1971",61.8811729177983,
"OECD","WKGPOP","TOT","PC_POP","A","1972",62.0099364520912,
"OECD","WKGPOP","TOT","PC_POP","A","1973",62.1632625047472,
"OECD","WKGPOP","TOT","PC_POP","A","1974",62.3337197444986,
"OECD","WKGPOP","TOT","PC_POP","A","1975",62.5096385408466,
"OECD","WKGPOP","TOT","PC_POP","A","1976",62.737038171465,
"OECD","WKGPOP","TOT","PC_POP","A","1977",62.9600185895962,
"OECD","WKGPOP","TOT","PC_POP","A","1978",63.1956996936824,
"OECD","WKGPOP","TOT","PC_POP","A","1979",63.4439261177703,
"OECD","WKGPOP","TOT","PC_POP","A","1980",63.7042472723158,
"OECD","WKGPOP","TOT","PC_POP","A","1981",63.9716672392976,
"OECD","WKGPOP","TOT","PC_POP","A","1982",64.2857371326405,
"OECD","WKGPOP","TOT","PC_POP","A","1983",64.5990204509728,
"OECD","WKGPOP","TOT","PC_POP","A","1984",64.9086439112365,
"OECD","WKGPOP","TOT","PC_POP","A","1985",65.1049706476604,
"OECD","WKGPOP","TOT","PC_POP","A","1986",65.2774185016511,
"OECD","WKGPOP","TOT","PC_POP","A","1987",65.4111173605633,
"OECD","WKGPOP","TOT","PC_POP","A","1988",65.5213181245202,
"OECD","WKGPOP","TOT","PC_POP","A","1989",65.5964463961128,
"OECD","WKGPOP","TOT","PC_POP","A","1990",65.6562707038841,
"OECD","WKGPOP","TOT","PC_POP","A","1991",65.6926052018709,
"OECD","WKGPOP","TOT","PC_POP","A","1992",65.7324937667816,
"OECD","WKGPOP","TOT","PC_POP","A","1993",65.7565628911797,
"OECD","WKGPOP","TOT","PC_POP","A","1994",65.7956578296723,
"OECD","WKGPOP","TOT","PC_POP","A","1995",65.8615769826925,
"OECD","WKGPOP","TOT","PC_POP","A","1996",65.9240225030253,
"OECD","WKGPOP","TOT","PC_POP","A","1997",66.0090528839823,
"OECD","WKGPOP","TOT","PC_POP","A","1998",66.0901750761903,
"OECD","WKGPOP","TOT","PC_POP","A","1999",66.1607343573981,
"OECD","WKGPOP","TOT","PC_POP","A","2000",66.2103086730238,
"OECD","WKGPOP","TOT","PC_POP","A","2001",66.2807394834977,
"OECD","WKGPOP","TOT","PC_POP","A","2002",66.3607234702637,
"OECD","WKGPOP","TOT","PC_POP","A","2003",66.4516377673873,
"OECD","WKGPOP","TOT","PC_POP","A","2004",66.5439708543428,
"OECD","WKGPOP","TOT","PC_POP","A","2005",66.6074266157534,
"OECD","WKGPOP","TOT","PC_POP","A","2006",66.6624454806977,
"OECD","WKGPOP","TOT","PC_POP","A","2007",66.6912092715685,
"OECD","WKGPOP","TOT","PC_POP","A","2008",66.6603387729529,
"OECD","WKGPOP","TOT","PC_POP","A","2009",66.6159413043495,
"OECD","WKGPOP","TOT","PC_POP","A","2010",66.6030337198265,
"OECD","WKGPOP","TOT","PC_POP","A","2011",66.5533649081345,
"OECD","WKGPOP","TOT","PC_POP","A","2012",66.3265834495875,
"OECD","WKGPOP","TOT","PC_POP","A","2013",66.1064070674605,
"OECD","WKGPOP","TOT","PC_POP","A","2014",65.8802434772174,
"OECD","WKGPOP","TOT","PC_POP","A","2015",65.7055134970275,
"OECD","WKGPOP","TOT","PC_POP","A","2016",65.5243884877711,
"OECD","WKGPOP","TOT","PC_POP","A","2017",65.335188580638,
"OECD","WKGPOP","TOT","PC_POP","A","2018",65.1577641991146,
"OECD","WKGPOP","TOT","PC_POP","A","2019",64.9913887949694,
"OECD","WKGPOP","TOT","PC_POP","A","2020",64.8081975461567,
